"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL100950";"";"None";"483.59";"0";"3.58";"4f";"COc1ccc(S(=O)(=O)N(Cc2ccc(CN(C)C)cc2)c2c(C)cccc2C(=O)NO)cc1";"IC50";"'='";"213.0";"nM";"6.67";"";"";"UO_0000065";"13.80";"0.27";"3.09";"6.73";"0";"CHEMBL714563";"In vitro inhibition of Matrix metalloprotease-1.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133846";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"213.0"
"CHEMBL124026";"";"None";"405.48";"0";"1.08";"13";"COc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)CC2C(=O)NO)cc1";"IC50";"'='";"324.0";"nM";"6.49";"";"";"UO_0000065";"16.00";"0.32";"5.41";"6.54";"0";"CHEMBL715368";"In vitro inhibitory activity against matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133577";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"324.0"
"CHEMBL421766";"";"None";"447.51";"0";"1.45";"52";"O=C(NO)[C@H]1C[C@H](N2CCOCC2)CN1S(=O)(=O)c1ccc(Oc2ccccc2)cc1";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"17.25";"0.34";"6.27";"7.12";"0";"CHEMBL715375";"In vitro inhibitory activity against matrix metalloprotease -1 (collagenase-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133563";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"19.0"
"CHEMBL514138";"CGS-27023A";"None";"429.93";"0";"1.81";"CGS-27023A";"COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1.Cl";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"19.88";"0.40";"6.01";"7.19";"1";"CHEMBL714722";"In vitro inhibition of Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133916";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"15.0"
"CHEMBL126044";"";"None";"491.57";"0";"-0.39";"17";"COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3sc(N)nc3C)CC2C(=O)NO)cc1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"15.27";"0.33";"7.90";"4.36";"0";"CHEMBL715368";"In vitro inhibitory activity against matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133577";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"31.0"
"CHEMBL125672";"";"None";"454.55";"0";"1.12";"45";"CCCN(CC1CC1)C(=O)N1CCN(S(=O)(=O)c2ccc(OC)cc2)C(C(=O)NO)C1";"IC50";"'='";"493.0";"nM";"6.31";"";"";"UO_0000065";"13.88";"0.28";"5.19";"5.28";"0";"CHEMBL715368";"In vitro inhibitory activity against matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133577";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"493.0"
"CHEMBL147004";"";"None";"413.50";"0";"0.44";"49";"CCCOc1ccc(S(=O)(=O)N2C[C@@H](N3CCOCC3)C[C@@H]2C(=O)NO)cc1";"IC50";"'='";"490.0";"nM";"6.31";"";"";"UO_0000065";"15.26";"0.31";"5.87";"5.82";"0";"CHEMBL715375";"In vitro inhibitory activity against matrix metalloprotease -1 (collagenase-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133563";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"490.0"
"CHEMBL125068";"";"None";"358.38";"0";"-1.05";"36";"COc1ccc(S(=O)(=O)N2CCN(C(N)=O)CC2C(=O)NO)cc1";"IC50";"'='";"115.0";"nM";"6.94";"";"";"UO_0000065";"19.36";"0.39";"7.99";"4.88";"0";"CHEMBL715368";"In vitro inhibitory activity against matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133577";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"115.0"
"CHEMBL502079";"";"None";"675.98";"2";"6.43";"3h";"CCCCCCCCCCCCCCCCS(=O)(=O)NNC(=O)C[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC";"IC50";"'='";"440.0";"nM";"6.36";"";"";"UO_0000065";"9.40";"0.18";"-0.07";"4.26";"0";"CHEMBL963050";"Inhibition of human recombinant pro-MMP1 by spectrofluorimeter";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152126";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"440.0"
"CHEMBL514336";"";"None";"465.58";"0";"0.57";"3d";"CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NNS(C)(=O)=O)CC(C)C";"IC50";"'='";"5600.0";"nM";"5.25";"";"";"UO_0000065";"11.28";"0.22";"4.68";"3.52";"0";"CHEMBL963050";"Inhibition of human recombinant pro-MMP1 by spectrofluorimeter";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152126";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"5600.0"
"CHEMBL492599";"";"None";"572.64";"1";"1.91";"3f";"CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NNS(=O)(=O)c1ccccc1[N+](=O)[O-])CC(C)C";"IC50";"'='";"850.0";"nM";"6.07";"";"";"UO_0000065";"10.60";"0.21";"4.16";"3.16";"0";"CHEMBL963050";"Inhibition of human recombinant pro-MMP1 by spectrofluorimeter";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152126";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"850.0"
"CHEMBL10646";"";"None";"442.54";"0";"2.58";"59";"COc1ccc(-c2ccc(S(=O)(=O)NC(CC#CCN3CCCC3)C(=O)O)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL715385";"Inhibitory activity against human matrix metalloprotease-1 in quenched fluorescence assay at pH 7.4";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134384";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"10000.0"
"CHEMBL270083";"";"None";"222.18";"0";"0.14";"14";"N[C@H]1CCCC[C@H]1NC(=O)P(=O)(O)O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1002943";"Inhibition of MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141723";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"100.0"
"CHEMBL497772";"";"None";"602.50";"2";"6.15";"9";"COc1c(Br)ccc2oc(COc3ccc(-c4ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc4)cc3)c(C)c12";"IC50";"'>'";"400000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1002943";"Inhibition of MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141723";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"400000.0"
"CHEMBL503231";"";"None";"587.76";"2";"5.53";"7";"COC[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCc1ccc(-c2ccccc2)c(C)c1)CC(=O)NO)C(C)(C)C)c1ccccc1";"IC50";"'='";"5900.0";"nM";"5.23";"";"";"UO_0000065";"8.90";"0.17";"-0.30";"4.48";"0";"CHEMBL1002943";"Inhibition of MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141723";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"5900.0"
"CHEMBL296874";"";"None";"374.49";"0";"3.32";"2a";"CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC(C)C)c1nc2ccccc2[nH]1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"20.13";"0.38";"4.22";"7.04";"0";"CHEMBL709097";"Inhibition of human fibroblast collagenase, matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149961";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";"";"29.0"
"CHEMBL44383";"";"None";"363.44";"0";"2.75";"5c";"COc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc2)cc1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"16.02";"0.32";"3.07";"6.28";"1";"CHEMBL713994";"Inhibition of matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136087";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"1.5"
"CHEMBL97510";"";"None";"181.13";"0";"0.67";"9";"CCC(C)NC(=O)P(=O)(O)O";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"24.28";"0.55";"3.73";"5.08";"0";"CHEMBL714549";"In vitro inhibitory activity against recombinant matrix metalloprotease-1 was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137078";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"40.0"
"CHEMBL251687";"";"None";"498.61";"0";"2.29";"10";"CC(C)(C)NC(=O)C(Cc1ccccc1)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"14.91";"0.29";"5.14";"6.11";"0";"CHEMBL713707";"Inhibitory activity against Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132120";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"37.0"
"CHEMBL334837";"";"None";"433.57";"0";"2.46";"56b";"CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(CC(C)C)C(S)CC(=O)OC";"IC50";"'='";"810.0";"nM";"6.09";"";"";"UO_0000065";"14.05";"0.28";"3.63";"6.07";"0";"CHEMBL662794";"Inhibition of rat skin type I collagen degradation by purified human lung fibroblast collagenase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126554";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"810.0"
"CHEMBL432834";"";"None";"410.42";"0";"1.95";"13";"O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3cccc(F)c3)cc2)CCOCC1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"16.95";"0.34";"5.01";"6.11";"0";"CHEMBL714556";"Inhibitory activity against human matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147455";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"110.0"
"CHEMBL275654";"";"None";"526.51";"1";"2.26";"19j";"CN(CC(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O)S(C)(=O)=O";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"10.82";"0.23";"3.44";"4.37";"0";"CHEMBL714553";"In vitro selective inhibition against matrix metalloprotease-1 (MMP-1) using a fluorimetric assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135750";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"2000.0"
"CHEMBL358061";"";"None";"411.52";"0";"1.60";"45";"CCCOc1ccc(S(=O)(=O)N2C[C@@H](N3CCCCC3)C[C@@H]2C(=O)NO)cc1";"IC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"16.23";"0.33";"5.08";"6.73";"0";"CHEMBL715375";"In vitro inhibitory activity against matrix metalloprotease -1 (collagenase-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133563";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"210.0"
"CHEMBL75437";"";"None";"481.43";"0";"3.18";"5";"CC1(C)C(=O)NC(=O)N1CC(COc1ccc(-c2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"11.09";"0.21";"2.16";"4.92";"0";"CHEMBL714553";"In vitro selective inhibition against matrix metalloprotease-1 (MMP-1) using a fluorimetric assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135750";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"4600.0"
"CHEMBL38717";"";"None";"441.44";"0";"3.12";"14d";"N#Cc1ccc(-c2ccc(OCC(CN3C(=O)c4ccccc4C3=O)N(O)C=O)cc2)cc1";"IC50";"'>'";"10000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL713704";"In vitro inhibition of Matrix metalloprotease-1.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134095";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"10000.0"
"CHEMBL316489";"";"None";"512.54";"1";"1.93";"8p";"COCC(=O)N1CC(C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)Cc2ccccc21";"IC50";"'='";"763.0";"nM";"6.12";"";"";"UO_0000065";"11.94";"0.23";"4.19";"4.42";"0";"CHEMBL714546";"Concentration required in vitro to inhibit Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"763.0"
"CHEMBL434204";"";"None";"393.40";"0";"1.97";"14c";"N#Cc1ccc(-c2ccc(OCC(CN3C(=O)CCC3=O)N(O)C=O)cc2)cc1";"IC50";"'>'";"10000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL713704";"In vitro inhibition of Matrix metalloprotease-1.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134095";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"10000.0"
"CHEMBL194243";"";"None";"247.25";"0";"1.51";"Page 6592 (2)";"CC#COc1ccc(C(=O)CCC(=O)NO)cc1";"IC50";"'='";"121.0";"nM";"6.92";"";"";"UO_0000065";"27.98";"0.52";"5.41";"9.15";"0";"CHEMBL881499";"Inhibitory concentration against (MMP-1) matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141122";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"121.0"
"CHEMBL600325";"PROSCILLARIDIN";"2.0";"530.66";"1";"3.01";"PROSCILLARIDIN";"C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL331095";"";"None";"425.49";"0";"0.78";"30";"COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccs3)CC2C(=O)NO)cc1";"IC50";"'='";"68.0";"nM";"7.17";"";"";"UO_0000065";"16.85";"0.35";"6.39";"6.17";"0";"CHEMBL715368";"In vitro inhibitory activity against matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133577";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"68.0"
"CHEMBL84969";"";"None";"329.44";"0";"1.26";"BB-3554";"CCCCC(CN(O)C=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL718669";"Inhibition of human Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133973";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"100000.0"
"CHEMBL90211";"";"None";"378.45";"0";"2.13";"5d";"CCNC(C)(CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"15.31";"0.30";"3.67";"5.53";"0";"CHEMBL715382";"Inhibitory activity against human Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133810";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"1600.0"
"CHEMBL78213";"";"None";"567.54";"1";"4.79";"19g";"COC(=O)c1ccc(CCC(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL714553";"In vitro selective inhibition against matrix metalloprotease-1 (MMP-1) using a fluorimetric assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135750";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"50000.0"
"CHEMBL61354";"";"None";"508.64";"1";"4.44";"16";"COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C3CCC(NCc4ccccc4)CC3)cc2)cc1";"IC50";"'='";"6728.0";"nM";"5.17";"";"";"UO_0000065";"10.17";"0.20";"0.73";"4.94";"0";"CHEMBL715379";"In vitro inhibitory concentration against Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133883";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"6728.0"
"CHEMBL114378";"";"None";"288.33";"0";"0.26";"2";"COc1ccc(S(=O)(=O)NC(C)(C)C(=O)NO)cc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"24.28";"0.50";"6.74";"6.68";"0";"CHEMBL714556";"Inhibitory activity against human matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147455";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"100.0"
"CHEMBL325903";"";"None";"442.49";"0";"2.97";"20";"O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc4ccccc4c3)cc2)CCOCC1";"IC50";"'='";"3900.0";"nM";"5.41";"";"";"UO_0000065";"12.22";"0.24";"2.44";"4.75";"0";"CHEMBL714556";"Inhibitory activity against human matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147455";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"3900.0"
"CHEMBL324555";"";"None";"442.49";"0";"2.97";"19";"O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3cccc4ccccc34)cc2)CCOCC1";"IC50";"'='";"4900.0";"nM";"5.31";"";"";"UO_0000065";"12.00";"0.23";"2.34";"4.66";"0";"CHEMBL714556";"Inhibitory activity against human matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147455";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"4900.0"
"CHEMBL144313";"";"None";"449.50";"0";"2.35";"56";"O=C(NO)[C@H]1C[C@H](N2CCCC2)CN1S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"17.13";"0.34";"5.35";"7.76";"0";"CHEMBL715375";"In vitro inhibitory activity against matrix metalloprotease -1 (collagenase-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133563";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"20.0"
"CHEMBL97962";"";"None";"513.55";"1";"2.87";"8h";"COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3cc(F)ccc3C)CC2C(=O)NO)cc1";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"14.14";"0.28";"4.39";"6.24";"0";"CHEMBL714546";"Concentration required in vitro to inhibit Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"55.0"
"CHEMBL78145";"";"None";"553.51";"1";"4.70";"19h";"O=CN(O)C(CCc1ccc(C(=O)O)cc1)CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL714553";"In vitro selective inhibition against matrix metalloprotease-1 (MMP-1) using a fluorimetric assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135750";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"50000.0"
"CHEMBL311004";"";"None";"522.65";"1";"3.30";"13h";"COCCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccc(SC)cc3)cc2)C(=O)O)CC1";"IC50";"'='";"1080.0";"nM";"5.97";"";"";"UO_0000065";"11.42";"0.23";"2.67";"4.88";"0";"CHEMBL878467";"In vitro inhibitory activity against matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134541";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"1080.0"
